GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
exercice7,com.example,OrderService,0,47,0,4,0,10,0,4,0,2
exercice7,com.example,CommandeRefuseeException,0,4,0,0,0,2,0,1,0,1
exercice7,com.example,ClientType,0,35,0,0,0,8,0,3,0,3
exercice7,com.example,Product,0,24,0,0,0,9,0,4,0,4
exercice7,com.example,Recu,0,27,0,0,0,10,0,5,0,5
